X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,ns3_TrackPointExtension
-0.510516408830881,49.1469854023308,0,0,85,94.4000015258789,2020/12/11 07:55:07+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>20.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>78</ns3:cad>          
-0.510421358048916,49.1470323409885,0,0,86,94.4000015258789,2020/12/11 07:55:09+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>20.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.51037467084825,49.147060168907,0,0,87,94.4000015258789,2020/12/11 07:55:10+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>20.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.51027157343924,49.1471016593277,0,0,88,94.4000015258789,2020/12/11 07:55:12+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>20.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.510109635069966,49.1471382882446,0,0,89,94.8000030517578,2020/12/11 07:55:15+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>156</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.510057834908366,49.1471368633211,0,0,90,94.8000030517578,2020/12/11 07:55:16+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>156</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.510009974241257,49.1471294872463,0,0,91,95,2020/12/11 07:55:17+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>156</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.509927412495017,49.1471081972122,0,0,92,95.1999969482422,2020/12/11 07:55:19+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>156</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.509738232940435,49.1470331791788,0,0,93,95,2020/12/11 07:55:24+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>78</ns3:cad>          
-0.509626418352127,49.1469804570079,0,0,94,94,2020/12/11 07:55:27+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>78</ns3:cad>          
-0.509585095569491,49.1469688899815,0,0,95,93.8000030517578,2020/12/11 07:55:28+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>78</ns3:cad>          
-0.509378900751472,49.1469548083842,0,0,96,93.4000015258789,2020/12/11 07:55:33+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>154</ns3:hr>            <ns3:cad>78</ns3:cad>          
-0.509121743962169,49.1469646152109,0,0,97,92.8000030517578,2020/12/11 07:55:38+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>154</ns3:hr>            <ns3:cad>78</ns3:cad>          
-0.508895851671696,49.1470024175942,0,0,98,91.8000030517578,2020/12/11 07:55:44+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>154</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.508854864165187,49.1470180917531,0,0,99,91.4000015258789,2020/12/11 07:55:45+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>154</ns3:hr>            <ns3:cad>79</ns3:cad>          
-0.508595025166869,49.1471228655428,0,0,100,90.5999984741211,2020/12/11 07:55:51+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>154</ns3:hr>            <ns3:cad>77</ns3:cad>          
-0.508543811738491,49.1471397969872,0,0,101,90.4000015258789,2020/12/11 07:55:52+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>154</ns3:hr>            <ns3:cad>77</ns3:cad>          
-0.508318925276399,49.1472379490733,0,0,102,89.8000030517578,2020/12/11 07:55:57+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>78</ns3:cad>          
-0.508222784847021,49.1472761705518,0,0,103,89.4000015258789,2020/12/11 07:55:59+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>19.0</ns3:atemp>            <ns3:hr>155</ns3:hr>            <ns3:cad>78</ns3:cad>          
